-2.984279E-13,0.5000041,-8,0
-6.004086E-13,0.5000049,-8,0
-2.110312E-12,0.5000051,-8,0
-2.714273E-12,0.5000051,-8,0
-3.318235E-12,0.5000051,-8,0
-3.318235E-12,0.5000051,-8,0
-3.620215E-12,0.5000051,-8,0
-4.224177E-12,0.5000051,-8,0
-4.828138E-12,0.5000051,-8,0
-5.432099E-12,0.5000051,-8,0
-6.036061E-12,0.5000051,-8,0
-7.545964E-12,0.5000051,-8,16.46348
-9.055867E-12,0.5000051,-7.9574,29.45092
-9.659828E-12,0.5000051,-7.8722,32.30958
-9.961809E-12,0.5000051,-7.844765,33.94607
-9.961809E-12,0.5000051,-7.844765,35.39263
-1.026734E-11,0.5000051,-7.825421,36.80254
-1.087841E-11,0.5000051,-7.803365,39.35923
-1.148948E-11,0.5000051,-7.750328,90
-1.179501E-11,0.5000051,-7.717582,90
-1.210054E-11,0.5000051,-7.685313,90
-1.240608E-11,0.5000051,-7.656725,90
-1.301714E-11,0.5000051,-7.615441,90
-1.362821E-11,0.5000051,-7.5557,90
-1.454481E-11,0.5000051,-7.51476,40.22688
-0.01443457,0.5000051,-7.432729,40.44149
-0.02956416,0.5000051,-7.380654,40.52915
-0.03575002,0.5000051,-7.362022,40.67141
-0.04762469,0.5000051,-7.332307,40.80198
-0.0612183,0.5000051,-7.303226,40.90034
-0.07488087,0.5000051,-7.277406,40.98229
-0.09303271,0.5000051,-7.247322,41.00148
-0.1318404,0.5000051,-7.194956,40.9317
-0.1540928,0.5000051,-7.167668,40.81744
-0.1754222,0.5000051,-7.143527,40.51423
-0.2146434,0.5000051,-7.104305,40.51423
-0.2524302,0.5000051,-7.066518,40.51423
-0.2949911,0.5000051,-7.023957,40.51423
-0.344809,0.5000051,-6.974139,40.51423
-0.4366651,0.5000051,-6.882283,40.51423
-0.4729244,0.5000051,-6.846024,40.51423
-0.5005956,0.5000051,-6.818353,40.51423
-0.5475624,0.5000051,-6.771386,40.51423
-0.5796967,0.5000051,-6.739252,40.51423
-0.6099114,0.5000051,-6.709037,40.51423
-0.6364674,0.5000051,-6.682481,40.51423
-0.6623031,0.5000051,-6.656646,40.51423
-0.7013001,0.5000051,-6.617649,40.51423
-0.7459671,0.5000051,-6.572981,40.51423
-0.7743738,0.5000051,-6.544575,40.51423
-0.8001746,0.5000051,-6.518774,40.51423
-0.8195295,0.5000051,-6.499419,40.51423
-0.8469351,0.5000051,-6.472013,40.51423
-0.8994195,0.5000051,-6.419529,40.51423
-0.9546503,0.5000051,-6.364298,40.51423
-0.9944938,0.5000051,-6.324454,40.51423
-1.026295,0.5000051,-6.292653,40.51423
-1.055653,0.5000051,-6.263295,40.51423
-1.084152,0.5000051,-6.234796,40.51423
-1.117111,0.5000051,-6.201837,40.51423
-1.138105,0.5000051,-6.180843,40.51423
-1.163504,0.5000051,-6.155443,40.51423
-1.20152,0.5000051,-6.117427,40.51423
-1.219371,0.5000051,-6.099576,40.51423
-1.244791,0.5000051,-6.074156,40.51423
-1.266018,0.5000051,-6.052928,40.51423
-1.300141,0.5000051,-6.018806,40.51423
-1.329042,0.5000051,-5.989905,40.51423
-1.354703,0.5000051,-5.964244,40.51423
-1.382793,0.5000051,-5.936153,40.51423
-1.437331,0.5000051,-5.881616,40.51423
-1.485222,0.5000051,-5.833724,40.51423
-1.516402,0.5000051,-5.802545,40.51423
-1.549325,0.5000051,-5.769621,40.51423
-1.582063,0.5000051,-5.736884,40.51423
-1.602946,0.5000051,-5.716,40.51423
-1.637814,0.5000051,-5.681133,40.51423
-1.659056,0.5000051,-5.659891,40.51423
-1.685063,0.5000051,-5.633883,40.51423
-1.713067,0.5000051,-5.605879,40.51423
-1.737151,0.5000051,-5.581795,40.51423
-1.755272,0.5000051,-5.563674,40.51423
-1.780802,0.5000051,-5.538145,40.51423
-1.807133,0.5000051,-5.511814,40.51423
-1.8497,0.5000051,-5.469246,40.51423
-1.877984,0.5000051,-5.440962,40.51423
-1.9049,0.5000051,-5.414046,40.51423
-1.929695,0.5000051,-5.389251,40.51423
-1.969008,0.5000051,-5.349937,40.51423
-2.003923,0.5000051,-5.315023,40.51423
-2.033088,0.5000051,-5.285858,40.51423
-2.087113,0.5000051,-5.231833,40.51423
-2.110274,0.5000051,-5.208672,40.51423
-2.135521,0.5000051,-5.183425,40.51423
-2.154676,0.5000051,-5.164269,40.51423
-2.183245,0.5000051,-5.135701,40.51423
-2.20608,0.5000051,-5.112866,40.51423
-2.229258,0.5000051,-5.089688,40.09864
-2.265198,0.5000051,-5.057415,39.28072
-2.310145,0.5000051,-5.022462,38.61876
-2.335312,0.5000051,-5.004534,37.68219
-2.362881,0.5000051,-4.986804,35.51009
-2.408802,0.5000051,-4.962319,32.55601
-2.451495,0.5000051,-4.943755,28.97678
-2.48904,0.5000051,-4.930585,24.47074
-2.525192,0.5000051,-4.920765,12.43859
-2.595629,0.5000051,-4.912192,4.21237
-2.634331,0.5000051,-4.910649,0
-2.67902,0.5000051,-4.910649,0
-2.723128,0.5000051,-4.910649,0
-2.758091,0.5000051,-4.910649,0
-2.795348,0.5000051,-4.910649,0
-2.825444,0.5000051,-4.910649,0
-2.874577,0.5000051,-4.910649,0
-2.908979,0.5000051,-4.910649,0
-2.949711,0.5000051,-4.910649,0
-2.995655,0.5000051,-4.910649,0
-3.031055,0.5000051,-4.910649,0
-3.074398,0.5000051,-4.910649,0
-3.106945,0.5000051,-4.910649,0
-3.152033,0.5000051,-4.910649,13.98896
-3.21688,0.5000051,-4.90168,26.48863
-3.292125,0.5000051,-4.878769,31.90597
-3.341475,0.5000051,-4.858168,34.71693
-3.377562,0.5000051,-4.840024,36.81619
-3.414361,0.5000051,-4.818195,38.22327
-3.448577,0.5000051,-4.794907,39.23983
-3.483185,0.5000051,-4.768153,39.72019
-3.50543,0.5000051,-4.749596,40.16784
-3.532588,0.5000051,-4.724831,40.44674
-3.555504,0.5000051,-4.70238,40.51423
-3.581848,0.5000051,-4.676036,40.51423
-3.609245,0.5000051,-4.648639,40.51423
-3.63277,0.5000051,-4.625114,40.51423
-3.655447,0.5000051,-4.602437,40.51423
-3.680542,0.5000051,-4.577343,40.51423
-3.72122,0.5000051,-4.536664,40.51423
-3.77073,0.5000051,-4.487154,40.51423
-3.798398,0.5000051,-4.459486,40.51423
-3.836346,0.5000051,-4.421538,40.51423
-3.884053,0.5000051,-4.373831,40.51423
-3.93051,0.5000051,-4.327375,40.51423
-3.959955,0.5000051,-4.297929,40.51423
-3.983153,0.5000051,-4.274731,40.51423
-4.02412,0.5000051,-4.233764,40.51423
-4.049485,0.5000051,-4.208399,40.51423
-4.070908,0.5000051,-4.186976,40.51423
-4.095787,0.5000051,-4.162097,40.51423
-4.130609,0.5000051,-4.127275,40.51423
-4.152771,0.5000051,-4.105114,40.51423
-4.173984,0.5000051,-4.0839,40.51423
-4.19724,0.5000051,-4.060644,40.51423
-4.222885,0.5000051,-4.034999,40.51423
-4.255096,0.5000051,-4.002788,40.51423
-4.293671,0.5000051,-3.964213,40.51423
-4.319155,0.5000051,-3.938729,40.51423
-4.365579,0.5000051,-3.892305,40.51423
-4.426841,0.5000051,-3.831043,40.51423
-4.453816,0.5000051,-3.804068,40.51423
-4.4886,0.5000051,-3.769284,40.51423
-4.530194,0.5000051,-3.72769,40.51423
-4.56507,0.5000051,-3.692814,40.51423
-4.59523,0.5000051,-3.662654,40.51423
-4.621993,0.5000051,-3.63589,40.51423
-4.645541,0.5000051,-3.612343,40.51423
-4.665859,0.5000051,-3.592025,40.51423
-4.692801,0.5000051,-3.565082,40.51423
-4.725363,0.5000051,-3.532521,40.51423
-4.75999,0.5000051,-3.497894,40.51423
-4.812239,0.5000051,-3.445645,40.51423
-4.838632,0.5000051,-3.419252,40.51423
-4.887951,0.5000051,-3.369933,40.51423
-4.918372,0.5000051,-3.339512,40.51423
-4.951798,0.5000051,-3.306086,40.51423
-4.981383,0.5000051,-3.276501,40.51423
-5.01601,0.5000051,-3.241874,40.51423
-5.037914,0.5000051,-3.21997,40.51423
-5.065585,0.5000051,-3.192299,40.51423
-5.091358,0.5000051,-3.166525,40.51423
-5.116169,0.5000051,-3.141714,40.51423
-5.139709,0.5000051,-3.118174,40.51423
-5.164227,0.5000051,-3.093656,40.51423
-5.191061,0.5000051,-3.066822,40.51423
-5.228017,0.5000051,-3.029866,40.51423
-5.252313,0.5000051,-3.005571,40.51423
-5.280053,0.5000051,-2.97783,40.51423
-5.313284,0.5000051,-2.944599,40.51423
-5.341933,0.5000051,-2.91595,40.51423
-5.366608,0.5000051,-2.891275,40.51423
-5.445786,0.5000051,-2.812097,40.51423
-5.546195,0.5000051,-2.711688,40.51423
-5.591319,0.5000051,-2.666564,40.51423
-5.625979,0.5000051,-2.631903,40.51423
-5.650259,0.5000051,-2.607624,40.51423
-5.690255,0.5000051,-2.567628,40.51423
-5.713754,0.5000051,-2.544129,40.51423
-5.748058,0.5000051,-2.509825,40.51423
-5.769927,0.5000051,-2.487956,40.51423
-5.789273,0.5000051,-2.46861,40.51423
-5.821092,0.5000051,-2.436791,40.51423
-5.847104,0.5000051,-2.410779,40.51423
-5.869621,0.5000051,-2.388262,40.51423
-5.90921,0.5000051,-2.348673,40.51423
-5.960701,0.5000051,-2.297181,40.06186
-5.999266,0.5000051,-2.262825,39.13868
-6.047783,0.5000051,-2.225854,38.53636
-6.069681,0.5000051,-2.210407,37.63081
-6.095812,0.5000051,-2.193687,35.68048
-6.137302,0.5000051,-2.171273,37.36824
-6.170866,0.5000051,-2.150336,38.60997
-6.204734,0.5000051,-2.126234,39.24598
-6.227985,0.5000051,-2.108244,39.83406
-6.256034,0.5000051,-2.084359,40.17301
-6.277502,0.5000051,-2.06476,40.48278
-6.3035,0.5000051,-2.039014,40.51423
-6.326564,0.5000051,-2.01595,40.51423
-6.364412,0.5000051,-1.978102,40.51423
-6.405552,0.5000051,-1.936962,40.51423
-6.430977,0.5000051,-1.911537,40.51423
-6.468441,0.5000051,-1.874073,40.51423
-6.506117,0.5000051,-1.836397,40.51423
-6.537193,0.5000051,-1.805321,40.51423
-6.585117,0.5000051,-1.757397,40.51423
-6.615471,0.5000051,-1.727043,40.51423
-6.639853,0.5000051,-1.702662,40.51423
-6.662824,0.5000051,-1.679691,40.51423
-6.690413,0.5000051,-1.652102,40.51423
-6.715816,0.5000051,-1.626699,40.51423
-6.744987,0.5000051,-1.597528,40.51423
-6.791899,0.5000051,-1.550616,40.51423
-6.82177,0.5000051,-1.520745,40.51423
-6.847295,0.5000051,-1.495219,40.51423
-6.867033,0.5000051,-1.475481,40.51423
-6.895904,0.5000051,-1.44661,40.51423
-6.930087,0.5000051,-1.412427,40.51423
-6.959073,0.5000051,-1.383442,40.51423
-7.006591,0.5000051,-1.335923,40.51423
-7.049394,0.5000051,-1.29312,40.51423
-7.077449,0.5000051,-1.265065,40.51423
-7.115851,0.5000051,-1.226662,40.51423
-7.155151,0.5000051,-1.187363,40.51423
-7.18281,0.5000051,-1.159704,40.51423
-7.222415,0.5000051,-1.120099,40.51423
-7.244094,0.5000051,-1.09842,40.51423
-7.267183,0.5000051,-1.075331,40.51423
-7.294285,0.5000051,-1.048229,40.74791
-7.321355,0.5000051,-1.018653,40.92435
-7.349706,0.5000051,-0.9841174,40.98318
-7.365052,0.5000051,-0.9641256,41.01599
-7.384855,0.5000051,-0.9356036,40.97091
-7.409932,0.5000051,-0.8931023,40.86917
-7.427541,0.5000051,-0.8584321,40.73777
-7.441642,0.5000051,-0.8258585,40.59058
-7.453212,0.5000051,-0.793799,40.39805
-7.464473,0.5000051,-0.752003,40.20005
-7.472701,0.5000051,-0.7000005,40.10953
-7.475652,0.5000051,-0.6618555,90
-7.475652,0.5000051,-0.581185,90
-7.475652,0.5000051,-0.5326982,90
-7.475652,0.5000051,-0.4933445,90
-7.475652,0.5000051,-0.4390843,90
-7.475652,0.5000051,-0.4038835,90
-7.475652,0.5000051,-0.3753468,90
-7.475652,0.5000051,-0.3180168,90
-7.475652,0.5000051,-0.2814352,90
-7.475652,0.5000051,-0.2539548,90
-7.475652,0.5000051,-0.216078,90
-7.475652,0.5000051,-0.1737454,90
-7.475652,0.5000051,-0.1254148,90
-7.475652,0.5000051,-0.08335783,90
-7.475652,0.5000051,-0.02469663,90
-7.475652,0.5000051,0.02021825,90
-7.475652,0.5000051,0.06941812,90
-7.475652,0.5000051,0.1112435,90
-7.475652,0.5000051,0.1569035,90
-7.475652,0.5000051,0.1981786,90
-7.475652,0.5000051,0.2384477,90
-7.475652,0.5000051,0.293441,90
-7.475652,0.5000051,0.3320531,90
-7.475652,0.5000051,0.3893359,90
-7.475652,0.5000051,0.4206755,40.10542
-7.478086,0.5000051,0.4545736,40.19065
-7.483748,0.5000051,0.4919234,40.29131
-7.489934,0.5000051,0.520824,40.50135
-7.505021,0.5000051,0.5681257,40.70026
-7.522202,0.5000051,0.6096386,40.85426
-7.540046,0.5000051,0.6454431,40.95045
-7.556714,0.5000051,0.6747087,41.00805
-7.576455,0.5000051,0.7052504,41.00875
-7.598495,0.5000051,0.7356231,40.94529
-7.621977,0.5000051,0.764802,40.7056
-7.663271,0.5000051,0.8090768,40.51423
-7.713119,0.5000051,0.858925,40.51423
-7.739941,0.5000051,0.8857469,40.51423
-7.777888,0.5000051,0.9236941,40.51423
-7.802134,0.5000051,0.9479393,40.51423
-7.830088,0.5000051,0.975894,40.51423
-7.863214,0.5000051,1.009021,40.75325
-7.890977,0.5000051,1.039428,40.95629
-7.925648,0.5000051,1.083022,41.00908
-7.945244,0.5000051,1.110058,41.0123
-7.962403,0.5000051,1.136101,40.93805
-7.98557,0.5000051,1.177579,40.81292
-8.002767,0.5000051,1.213885,40.6618
-8.016455,0.5000051,1.248544,40.49257
-8.027843,0.5000051,1.284719,40.33179
-8.036421,0.5000051,1.321089,40.11882
-8.042577,0.5000051,1.390449,40.0798
-8.042796,0.5000051,1.429815,90
-8.042796,0.5000051,1.473501,90
-8.042796,0.5000051,1.511797,90
-8.042796,0.5000051,1.549654,40.12555
-8.038435,0.5000051,1.594982,40.27653
-8.027987,0.5000051,1.645764,40.55274
-8.00689,0.5000051,1.707254,40.70499
-7.993587,0.5000051,1.739216,40.83527
-7.978976,0.5000051,1.769233,40.93619
-7.962809,0.5000051,1.798262,40.99954
-7.944727,0.5000051,1.827021,41.01556
-7.925709,0.5000051,1.854233,40.96025
-7.898424,0.5000051,1.888696,41.01574
-7.872828,0.5000051,1.92541,40.95055
-7.842947,0.5000051,1.977868,40.78948
-7.821336,0.5000051,2.024801,40.45637
-7.799351,0.5000051,2.098665,40.2752
-7.790543,0.5000051,2.141633,38.12625
-7.785572,0.5000051,2.185736,34.07455
-7.785572,0.5000051,2.239585,30.56195
-7.785572,0.5000051,2.27283,27.74147
-7.785572,0.5000051,2.293242,23.34214
-7.785572,0.5000051,2.31597,20.49082
-7.785572,0.5000051,2.327428,16.88987
-7.785572,0.5000051,2.338306,13.18809
-7.785572,0.5000051,2.346364,9.294657
-7.785572,0.5007079,2.350607,4.559608
-7.785572,0.5007471,2.350687,0
-7.785572,0.5005836,2.35046,0
-7.785572,0.5004142,2.350312,0
-7.785572,0.5002858,2.350212,0
-7.785572,0.5000929,2.350066,0
-7.785572,0.5000454,2.35003,0
-7.785572,0.5000236,2.350014,0
-7.785572,0.5000077,2.350002,0
-7.785572,0.5000062,2.350001,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
-7.785572,0.5000053,2.35,0
